,preprocessing_without_emoticons,preprocessing_with_emoticons,class
12077,"['joe', 'budden', 'always', 'flexin', 'average', 'twitter', 'nigga', 'wit', 'pool', 'party', 'n', 'bitch', 'nigga', 'compete', 'wit', 'otha', 'rap', 'nigga']","['joe', 'budden', 'always', 'flexin', 'average', 'twitter', 'nigga', 'wit', 'pool', 'party', 'n', 'bitch', 'nigga', 'compete', 'wit', 'otha', 'rap', 'nigga']",1
12078,"['joe', 'ripping', 'nobel', 'prize', 'winner', 'he', 'little', 'bitch']","['joe', 'ripping', 'nobel', 'prize', 'winner', 'he', 'little', 'bitch']",1
12079,"['joe', 'young', 'gone', 'shoot', 'bitch']","['joe', 'young', 'gone', 'shoot', 'bitch']",1
12080,"['joes', 'party', 'got', 'hoe', 'always', 'hot', 'hell']","['joes', 'party', 'got', 'hoe', 'always', 'hot', 'hell']",1
12081,"['john', 'kerry', 'sellout', 'pussy', 'screwed', 'troop', 'vietnam', 'rewarded', 'disgusting']","['john', 'kerry', 'SELLOUT', 'pussy', 'screwed', 'troop', 'vietnam', 'rewarded', 'disgusting']",1
12082,"['john', 'legend', 'showin', 'country', 'bitch', 'song']","['john', 'legend', 'showin', 'country', 'bitch', 'song']",1
12083,"['john', 'mccain', 'trash', 'jay', 'carny', 'live', 'cnn']","['john', 'mccain', 'trash', 'jay', 'carny', 'live', 'CNN']",2
12084,"['johnathan', 'martin', 'straight', 'pussy']","['johnathan', 'martin', 'straight', 'pussy']",1
12085,"['johnny', 'manziel', 'flipped', 'somebody', 'bird']","['johnny', 'manziel', 'flipped', 'somebody', 'bird']",2
12086,"['johnny', 'rebel', 'could', 'nigger', 'day']","['johnny', 'rebel', 'could', 'nigger', 'day']",0
12087,"['johnny', 'rebel', 'quit', 'bitchin', 'nigger']","['johnny', 'rebel', 'quit', 'bitchin', 'nigger', '!']",0
12088,"['johnny', 'punk', 'bitch', 'doe']","['johnny', 'punk', 'bitch', 'doe']",1
12089,"['join', 'crew', 'bitch']","['join', 'crew', 'bitch']",1
12090,"['jon', 'jones', 'lost', 'respect', 'turned', 'fight', 'like', 'bitch', 'hope', 'loses', 'next', 'fight']","['jon', 'jones', 'lost', 'respect', 'turned', 'fight', 'like', 'bitch', 'hope', 'loses', 'next', 'fight']",1
12091,"['jon', 'stewart', 'take', 'crack', 'stupid', 'teabagger', 'moron', 'rick', 'perry', 'gay', 'alcoholism', 'commments']","['jon', 'stewart', 'take', 'crack', 'stupid', 'teabagger', 'moron', 'rick', 'perry', 'gay', 'alcoholism', 'commments']",1
12092,"['jones', 'ibaez', 'gas', 'giving', 'earlier', 'first', 'half', 'callups', 'get', 'playing', 'time']","['jones', 'ibañez', 'gas', 'giving', 'earlier', 'first', 'half', 'callups', 'get', 'playing', 'time']",2
12093,"['jonica', 'look', 'like', 'hoe', 'th', 'superior', 'laugh', 'laugh']","['jonica', 'look', 'like', 'hoe', 'th', 'superior', '😂', '😂']",1
12094,"['jordan', 'watcha', 'college', 'fuckin', 'bitch', 'stuff', 'ya', 'know', 'jordan', 'alright', 'seriously', 'confused']","['jordan', 'watcha', 'college', 'fuckin', 'bitch', 'stuff', 'ya', 'know', 'jordan', 'alright', 'seriously', '😕']",1
12095,"['jose', 'soto', 'reflection', 'former', 'gay', 'teabagger']","['jose', 'soto', 'reflection', 'former', 'gay', 'teabagger']",2
12096,"['josef', 'pitted', 'slight', 'possibility', 'make', 'remaining', 'lap', 'highly', 'doubt', 'need', 'yellow']","['josef', 'pitted', 'slight', 'possibility', 'make', 'remaining', 'lap', 'highly', 'doubt', 'need', 'yellow']",2
12097,"['josh', 'hoe', 'laugh', 'laugh', 'laugh', 'sad', 'sad', 'sad']","['josh', 'hoe', '😂', '😂', '😂', '😭', '😭', '😭']",1
12098,"['j', 'foot', 'song', 'trash', 'loll']","['j', 'foot', 'song', 'trash', 'loll']",2
12099,"['jtfooo', 'pussy', 'fleek']","['jtfooo', 'pussy', 'fleek']",1
12100,"['juicy', 'j', 'say', 'ratchet', 'pussy', 'remember']","['juicy', 'j', 'say', 'ratchet', 'pussy', 'remember']",1
12101,"['julius', 'pepper', 'still', 'seems', 'retarded']","['julius', 'pepper', 'still', 'seems', 'retarded']",1
12102,"['jump', 'nd', 'floor', 'window', 'cuz', 'side', 'bitch', 'crib', 'girl', 'beatin', 'door', 'josh', 'shaw']","['jump', 'nd', 'floor', 'window', 'cuz', 'side', 'bitch', 'crib', 'girl', 'beatin', 'door', 'josh', 'shaw']",1
12103,"['jungle', 'fever', 'favorite', 'movie', 'dat', 'white', 'girl', 'love', 'dat', 'colored', 'man', 'thang', 'take', 'hard', 'deep', 'drive', 'dat', 'girl', 'daddy', 'wild', 'crazy']","['jungle', 'fever', 'favorite', 'movie', 'dat', 'white', 'girl', 'love', 'dat', 'colored', 'man', 'thang', 'take', 'hard', 'deep', 'drive', 'dat', 'girl', 'daddy', 'wild', 'crazy']",1
12104,"['junior', 'still', 'pussy']","['junior', 'still', 'pussy']",1
12105,"['jus', 'nicca', 'n']","['jus', 'nicca', 'n', '!']",1
12106,"['jus', 'need', 'bad', 'bitch', 'thats', 'gone', 'always', 'hold']","['jus', 'need', 'bad', 'bitch', 'thats', 'gone', 'always', 'hold']",1
12107,"['jus', 'need', 'nig', 'mack', 'wild', 'win', 'fk', 'award', 'tho']","['jus', 'need', 'nig', 'mack', 'wild', 'win', 'fk', 'award', 'tho']",1
12108,"['jus', 'tired', 'tell', 'nicca', 'young', 'thug', 'gah', 'yesterday', 'nicca', 'aint', 'believe', 'unamused']","['jus', 'tired', 'tell', 'nicca', 'young', 'thug', 'gah', 'yesterday', 'nicca', 'aint', 'believe', '😒']",1
12109,"['jus', 'waking', 'hearing', 'lebron', 'sheet', 'dummy', 'respect', 'go', 'get', 'ya', 'ring', 'come', 'back', 'real', 'admirable']","['jus', 'waking', 'hearing', 'lebron', 'sheet', 'dummy', 'respect', 'go', 'get', 'ya', 'ring', 'come', 'back', 'real', 'admirable']",1
12110,"['juss', 'got', 'hoe', 'free', 'lop']","['juss', 'got', 'hoe', 'free', 'lop']",1
12111,"['young', 'niggah', 'wit', 'promised', 'future']","['young', 'niggah', 'wit', 'promised', 'future']",1
12112,"['trash', 'others', 'fixed', 'none', 'issue', 'naw', 'anyone', 'download', 'io', 'yet']","['trash', 'others', 'fixed', 'none', 'issue', 'naw', 'anyone', 'download', 'io', 'yet']",2
12113,"['bc', 'hair', 'laid', 'wuteva', 'dont', 'mean', 'nothin', 'yo', 'shit', 'gotta', 'smell', 'marvelous', 'nigga', 'want', 'bitch', 'smell', 'like', 'burnt', 'weave']","['bc', 'hair', 'laid', 'wuteva', 'dont', 'mean', 'nothin', 'yo', 'shit', 'gotta', 'smell', 'MARVELOUS', 'nigga', 'want', 'bitch', 'smell', 'like', 'burnt', 'weave']",1
12114,"['issue', 'attorney', 'town', 'mean', 'bitch', 'next', 'time', 'get', 'trouble']","['issue', 'attorney', 'town', 'mean', 'bitch', 'next', 'time', 'get', 'trouble']",1
12115,"['bought', 'new', 'release', 'pussy', 'whining', 'stfu']","['bought', 'new', 'release', 'pussy', 'whining', 'STFU']",1
12116,"['called', 'basketball', 'player', 'fade', 'twitter', 'cuz', 'dat', 'pussy', 'nigguh', 'live', 'georgia', 'come', 'get', 'bitch']","['called', 'basketball', 'player', 'fade', 'twitter', 'cuz', 'dat', 'pussy', 'nigguh', 'live', 'georgia', 'come', 'get', 'bitch']",1
12117,"['cause', 'every', 'party', 'seen', 'dont', 'mean', 'bad', 'bitch']","['cause', 'every', 'party', 'seen', 'dont', 'mean', 'bad', 'bitch', '!']",1
12118,"['cause', 'got', 'boyfriend', 'mean', 'still', 'aint', 'hoe', 'hoe', 'boyfriend']","['cause', 'got', 'boyfriend', 'mean', 'still', 'aint', 'hoe', 'hoe', 'boyfriend']",1
12119,"['cleaned', 'fingernail', 'knife']","['cleaned', 'fingernail', 'knife']",2
12120,"['cleaned', 'bitch']","['cleaned', 'bitch']",1
12121,"['cuz', 'looked', 'mean', 'like', 'hoe']","['cuz', 'looked', 'mean', 'like', 'hoe']",1
12122,"['looking', 'dick', 'later', 'cuz', 'hoe']","['looking', 'dick', 'later', 'cuz', 'hoe']",1
12123,"['offended', 'word', 'bitch', 'looking', 'something', 'bitch']","['offended', '!', 'word', 'bitch', 'looking', 'something', 'bitch']",1
12124,"['dropped', 'dat', 'fine', 'as', 'woman', 'da', 'best', 'chicken', 'eva', 'spectin', 'lovin', 'lady', 'da', 'colored', 'thang']","['dropped', 'dat', 'fine', 'as', 'woman', 'da', 'best', 'chicken', 'eva', 'spectin', 'lovin', 'lady', 'da', 'colored', 'thang']",1
12125,"['got', 'done', 'taking', 'photo', 'brownie']","['got', 'done', 'taking', 'photo', 'brownie']",2
12126,"['got', 'chic', 'rally', 'parking', 'lot', 'bitch', 'speeding', 'parking', 'lot', 'almost', 'hit', 'niece', 'angry', 'angry']","['got', 'chic', 'rally', 'parking', 'lot', 'bitch', 'speeding', 'parking', 'lot', 'almost', 'hit', 'niece', '😡', '😡']",1
12127,"['got', 'gym', 'saw', 'old', 'black', 'hoe', 'coldest', 'body', 'hoe', 'jerry', 'curl', 'like']","['got', 'gym', 'saw', 'old', 'black', 'hoe', 'coldest', 'body', 'hoe', 'jerry', 'curl', 'like']",1
12128,"['got', 'rich', 'took', 'broke', 'nigga', 'bitch']","['got', 'rich', 'took', 'broke', 'nigga', 'bitch']",1
12129,"['got', 'shit', 'bird']","['got', 'shit', 'bird']",1
12130,"['someone', 'casually', 'ask', 'ff', 'stood', 'car', 'r', 'u', 'fking', 'serious', 'bitch']","['someone', 'casually', 'ask', 'FF', 'stood', 'car', 'r', 'u', 'fking', 'serious', '😩', 'bitch']",1
12131,"['hand', 'game', 'zebra', 'jack', 'ass', 'save', 'u', 'trouble', 'watching']","['hand', 'game', 'zebra', 'jack', 'ass', 'save', 'u', 'trouble', 'watching']",1
12132,"['hit', 'flappy', 'bird']","['hit', 'flappy', 'bird', '😏']",2
12133,"['hold', 'goin', 'crib', 'bitch']","['hold', 'goin', 'crib', 'bitch']",1
12134,"['case', 'day', 'could', 'get', 'better', 'wife', 'rav', 'flat', 'redneck', 'put', 'inch', 'rim', 'go', 'x2']","['case', 'day', 'could', 'get', 'better', 'wife', 'rav', 'flat', 'redneck', 'put', 'inch', 'rim', 'go', 'x2']",2
12135,"['killed', 'bird', 'stone', 'thank', 'god', 'payed', 'attention', 'communication', 'class']","['killed', 'bird', 'stone', '!', 'thank', 'god', 'payed', 'attention', 'communication', 'class']",2
12136,"['landed', 'orlando', 'flight', 'bumpy', 'bitch']","['landed', 'orlando', 'flight', 'bumpy', 'bitch']",1
12137,"['let', 'know', 'self', 'conscious', 'even', 'pretty', 'bitch']","['let', 'know', 'self', 'conscious', 'even', 'pretty', 'bitch']",1
12138,"['like', 'bitch', 'typical', 'shit', 'stepping', 'place', 'elliptical', 'shit', 'wizard', 'heart', 'mythical', 'shit', 'watch', 'mystical', 'shit']","['like', 'bitch', 'typical', 'shit', 'stepping', 'place', 'elliptical', 'shit', 'wizard', 'heart', 'mythical', 'shit', 'watch', 'mystical', 'shit']",1
12139,"['looked', 'news', 'story', 'thought', 'fucked', 'kinda', 'way', 'hillbilly']","['looked', 'news', 'story', 'thought', 'fucked', 'kinda', 'way', 'hillbilly']",1
12140,"['made', 'test', 'bitch']","['made', 'test', 'bitch']",1
12141,"['might', 'fuck', 'yo', 'main', 'bitch', 'dat', 'feel']","['might', 'fuck', 'yo', 'main', 'bitch', 'dat', 'feel', '😈']",1
12142,"['need', 'bad', 'bitch', 'thats', 'gone', 'always', 'hold']","['need', 'bad', 'bitch', 'thats', 'gone', 'always', 'hold']",1
12143,"['need', 'know', 'pussy', 'like', 'one', 'time', 'fine']","['need', 'know', 'pussy', 'like', 'one', 'time', 'fine']",1
12144,"['life', 'wanna', 'see', 'someone', 'family', 'feud', 'look', 'family', 'member', 'say', 'horrible', 'answer', 'retarded']","['life', 'wanna', 'see', 'someone', 'family', 'feud', 'look', 'family', 'member', 'say', 'horrible', 'answer', '!', 'retarded']",1
12145,"['ordered', 'chinese', 'food', 'bitch', 'bring', 'cat']","['ordered', 'CHINESE', 'food', 'bitch', '!', 'BRING', 'ON', 'THE', 'CAT', '!']",1
12146,"['passed', 'ex', 'neighborhood', 'came', 'across', 'thought', 'end', 'side', 'bitch']","['passed', 'ex', 'neighborhood', 'came', 'across', 'thought', 'end', 'side', 'bitch']",1
12147,"['posted', 'photo', 'yankee', 'stadium']","['posted', 'photo', 'yankee', 'stadium']",2
12148,"['purchased', 'first', 'trenta', 'iced', 'coffee', 'slippery', 'slope']","['purchased', 'first', 'trenta', 'iced', 'coffee', 'slippery', 'slope']",2
12149,"['read', 'instagram', 'profile', 'luv', 'grls', 'princess', 'birth', 'bitch', 'choice', 'yeaaah', 'youre', 'cool']","['read', 'instagram', 'profile', 'luv', 'grls', 'princess', 'birth', 'bitch', 'choice', 'yeaaah', 'youre', 'cool']",1
12150,"['remember', 'standard', 'becomes', 'cool', 'im', 'gonna', 'call', 'lot', 'staying', 'quiet', 'like', 'bitch', 'time']","['remember', 'standard', 'becomes', 'cool', 'im', 'gonna', 'call', 'lot', 'staying', 'quiet', 'like', 'bitch', 'time']",1
12151,"['said', 'bye', 'last', 'time', 'see', 'bitch', 'as', 'four', 'month']","['said', 'bye', 'last', 'time', 'see', 'bitch', 'as', 'four', 'month']",1
12152,"['said', 'cunt', 'front', 'old', 'lady', 'kinda', 'froze', 'yelled', 'yeah', 'tell', 'cunt', 'late', 'life', 'get', 'adopted']","['said', 'cunt', 'front', 'old', 'lady', 'kinda', 'froze', 'yelled', 'YEAH', 'YOU', 'TELL', 'THAT', 'CUNT', '!', 'late', 'life', 'get', 'adopted']",1
12153,"['saw', 'crow', 'gallop', 'across', 'road', 'laugh']","['saw', 'crow', 'gallop', 'across', 'road', '😂']",2
12154,"['saw', 'lady', 'look', 'like', 'honey', 'boo', 'boo', 'mom', 'goddamn', 'bitch', 'ugly']","['saw', 'lady', 'look', 'like', 'honey', 'boo', 'boo', 'mom', 'goddamn', 'bitch', 'ugly']",1
12155,"['saw', 'baddest', 'bitch', 'life', 'walking', 'street', 'aeropostale', 'shirt', 'prolly', 'woulda', 'gamed', 'as']","['saw', 'baddest', 'bitch', 'life', 'walking', 'street', 'aeropostale', 'shirt', 'prolly', 'woulda', 'gamed', 'as']",1
12156,"['saw', 'wat', 'car', 'bitch']","['saw', 'wat', 'car', 'bitch']",1
12157,"['sayin', 'hoe', 'fuck', 'u', 'bitch']","['sayin', 'hoe', 'fuck', 'u', 'bitch']",1
12158,"['seen', 'dude', 'wearing', 'black', 'white', 'outfit', 'pyrex', 'short', 'getting', 'pussy', 'tonight']","['seen', 'dude', 'wearing', 'black', 'white', 'outfit', 'pyrex', 'short', 'getting', 'pussy', 'tonight']",1
12159,"['seen', 'pic', 'comparison', 'lou', 'holtz', 'grandma', 'beverly', 'hillbilly', 'stop', 'cry', 'tear', 'unfathomable', 'hilarity']","['seen', 'pic', 'comparison', 'lou', 'holtz', 'grandma', 'beverly', 'hillbilly', 'stop', 'cry', 'tear', 'unfathomable', 'hilarity']",2
12160,"['seen', 'baddest', 'bitch', 'tower', 'city', 'heart', 'got', 'warm', 'laugh', 'laugh', 'laugh']","['seen', 'baddest', 'bitch', 'tower', 'city', 'heart', 'got', 'warm', '😂', '😂', '😂']",1
12161,"['smile', 'bitch', 'love', 'smiling']","['smile', 'bitch', 'love', 'smiling']",1
12162,"['smoked', 'whole', 'th', 'reserve', 'thanks', 'niggah']","['smoked', 'whole', 'th', 'reserve', 'thanks', 'niggah']",1
12163,"['spoke', 'w', 'legend', 'mentor', 'charlie', 'ericksen', 'great', 'catch', 'w', 'helped', 'open', 'door', 'latino', 'journos']","['spoke', 'w', 'legend', 'mentor', 'charlie', 'ericksen', 'great', 'catch', 'w', 'helped', 'open', 'door', 'latino', 'journos']",2
12164,"['start', 'blocking', 'dissenter', 'coward', 'pussy', 'patiently', 'awaiting', 'drop', 'twitter', 'follower', 'nothing', 'yetoh', 'well']","['start', 'blocking', 'dissenter', 'coward', 'pussy', 'patiently', 'awaiting', 'drop', 'twitter', 'follower', 'nothing', 'yetoh', 'well']",1
12165,"['started', 'upgrade', 'level', 'dark', 'elixer', 'drill', 'elixer', 'bitch', 'get']","['started', 'upgrade', 'level', 'dark', 'elixer', 'drill', '!', 'elixer', 'bitch', 'get']",1
12166,"['stop', 'hoe', 'god', 'dammit', 'bitch', 'aint', 'hard']","['stop', 'hoe', 'god', 'dammit', 'bitch', 'aint', 'hard']",1
12167,"['stopped', 'line', 'room', 'still', 'look', 'like', 'doo', 'wop', 'singer']","['stopped', 'line', 'room', 'still', 'look', 'like', 'doo', 'wop', 'singer']",2
12168,"['straight', 'ignorant', 'bitch']","['straight', 'ignorant', 'bitch']",1
12169,"['straight', 'like', 'chaser', 'bitch', 'solid', 'five', 'wedding', 'day', 'nigga']","['straight', 'like', 'chaser', 'bitch', 'SOLID', 'FIVE', 'ON', 'HER', 'WEDDING', 'DAY', 'MY', 'NIGGA']",1
12170,"['tied', 'right', 'shoe', 'driving', 'freeway', 'aint', 'swag', 'bitch', 'know']","['tied', 'right', 'shoe', 'driving', 'freeway', 'aint', 'swag', 'bitch', 'know']",1
12171,"['get', 'u', 'mad', 'go', 'search', 'bar', 'search', 'stupid', 'nigger', 'hop', 'somebody', 'head', 'mention', 'lol']","['get', 'u', 'mad', 'go', 'search', 'bar', 'search', 'stupid', 'nigger', 'hop', 'somebody', 'head', 'mention', 'lol']",0
12172,"['touch', 'jamaica', 'tryna', 'smoke', 'two', 'acre', 'send', 'nigguh', 'makerr']","['touch', 'jamaica', 'tryna', 'smoke', 'two', 'acre', 'send', 'nigguh', 'makerr']",1
12173,"['trynna', 'bad', 'bitch', 'come', 'thru', 'sleepy']","['trynna', 'bad', 'bitch', 'come', 'thru', '😴']",1
12174,"['unfollowed', 'another', 'crazy', 'bitch', 'who', 'next', 'lol']","['unfollowed', 'another', 'crazy', 'bitch', 'who', 'next', 'lol']",1
12175,"['wait', 'day', 'get', 'probation', 'know', 'bitch', 'gonna', 'moon', 'im', 'gonna', 'come', 'back', 'earth']","['wait', 'day', 'get', 'probation', 'know', 'bitch', 'gonna', 'moon', 'im', 'gonna', 'come', 'back', 'earth']",1
12176,"['watched', 'scene', 'zero', 'dark', 'thirty', 'pop', 'osamas', 'bitch', 'as', 'u']","['watched', 'scene', 'zero', 'dark', 'thirty', 'pop', 'osamas', 'bitch', 'as', 'u']",0
12177,"['feeling', 'totally', 'useless', 'world', 'another', 'baby', 'bird', 'found', 'need', 'call']","['feeling', 'totally', 'useless', 'world', 'another', 'baby', 'bird', 'found', 'need', 'call']",2
12178,"['yelled', 'damn', 'reek', 'weed', 'really', 'stoner', 'fag', 'tip', 'cop', 'walking', 'haha', 'bitch']","['yelled', 'damn', 'reek', 'weed', 'really', 'stoner', 'fag', 'tip', 'cop', 'walking', 'HAHA', 'bitch']",1
12179,"['justin', 'bieber', 'fake', 'permanent', 'bitch', 'face', 'bug', 'shit']","['justin', 'bieber', 'fake', 'permanent', 'bitch', 'face', 'bug', 'shit']",1
12180,"['k', 'dude', 'seriously', 'retarded', 'stop', 'talking', 'like', 'start', 'retarded', 'make', 'change', 'drool', 'cup']","['k', 'dude', 'seriously', 'retarded', 'stop', 'talking', 'like', 'start', 'retarded', 'make', 'change', 'drool', 'cup']",1
12181,"['kmichelle', 'shaped', 'fake', 'pretty', 'manly', 'bitchand', 'little', 'mermaid', 'hair', 'look', 'foolish']","['kmichelle', 'shaped', 'FAKE', '!', 'pretty', 'manly', 'bitchand', 'little', 'mermaid', 'hair', 'look', 'foolish']",1
12182,"['kmichelle', 'talking', 'bout', 'raise', 'man', 'well', 'due', 'bitch', 'already', 'grown']","['kmichelle', 'talking', 'bout', 'raise', 'man', 'well', 'due', 'bitch', 'already', 'grown']",1
12183,"['kfc', 'biscuit', 'trash']","['KFC', 'biscuit', 'trash']",2
12184,"['kaaspiet', 'bloempiet', 'lol', 'men', 'weet', 'van', 'gekkigheid', 'niet', 'meer', 'hoe', 'ze', 'simpele', 'oplossing', 'tegen', 'racisme', 'moet', 'makenzolang', 'maar', 'blanke', 'beslissing']","['kaaspiet', 'bloempiet', 'lol', 'men', 'weet', 'van', 'gekkigheid', 'niet', 'meer', 'hoe', 'ze', 'simpele', 'oplossing', 'tegen', 'racisme', 'moet', 'makenzolang', 'maar', 'blanke', 'beslissing']",2
12185,"['kae', 'chris', 'coming', 'yall', 'bitch', 'couple']","['kae', 'chris', 'coming', 'yall', 'bitch', 'couple', '👌']",1
12186,"['kaetlin', 'bitch']","['kaetlin', 'bitch']",1
12187,"['kangaroo', 'jac', 'bitch', 'wit', 'dry', 'weave', 'fuck', 'look', 'like', 'hoe']","['kangaroo', 'jac', '!', 'bitch', 'wit', 'dry', 'weave', 'fuck', 'look', 'like', 'hoe']",1
12188,"['kanye', 'new', 'video', 'bitch', 'made', 'mane', 'bruh', 'gone', 'throw', 'shot', 'barrack', 'den', 'come', 'wit', 'dat', 'shit']","['kanye', 'new', 'video', 'bitch', 'made', 'mane', 'bruh', 'gone', 'throw', 'shot', 'barrack', 'den', 'come', 'wit', 'dat', 'shit']",1
12189,"['kanye', 'west', 'faggot']","['kanye', 'west', 'faggot']",0
12190,"['kanyeee', 'yard', 'ape', 'acting', 'idiot', 'stupid']","['kanyeee', 'yard', 'ape', 'acting', 'idiot', '!', 'stupid']",2
12191,"['kanyes', 'verse', 'making', 'hoe', 'feel', 'like', 'trophy', 'real']","['kanyes', 'verse', 'making', 'hoe', 'feel', 'like', 'trophy', 'real']",1
12192,"['karlie', 'jus', 'put', 'bitch', 'nigga', 'better', 'start', 'checkin', 'wheel', 'drop', 'bitch']","['karlie', 'jus', 'put', 'bitch', 'nigga', 'better', 'start', 'checkin', 'wheel', 'drop', 'bitch']",1
12193,"['karma', 'bitch', 'figure', 'shit', 'im']","['karma', 'bitch', 'figure', 'shit', 'im']",1
12194,"['karma', 'bitch']","['karma', 'bitch']",1
12195,"['karma', 'bitch', 'usually', 'come', 'around', 'go', 'around', 'right', 'people', 'always', 'catch', 'lucky', 'break']","['karma', 'bitch', 'usually', 'come', 'around', 'go', 'around', 'right', 'people', 'always', 'catch', 'lucky', 'break']",1
