,preprocessing_without_emoticons,preprocessing_with_emoticons,class
14758,"['hiding', 'favorite', 'snack', 'family', 'bc', 'selfish', 'bitch']","['hiding', 'favorite', 'snack', 'family', 'bc', 'selfish', 'bitch']",1
14759,"['mon', 'u', 'accept', 'bad', 'bitch']","['mon', 'u', 'accept', 'bad', 'bitch']",1
14760,"['looked', 'called', 'faggot', 'faggot']","['looked', 'called', 'faggot', 'faggot']",0
14761,"['hanna', 'really', 'trash']","['hanna', 'really', 'trash']",2
14762,"['someone', 'sweet', 'hoe', 'aunt', 'loyal', 'laid', 'crib', 'looking', 'like']","['someone', 'sweet', 'hoe', 'aunt', 'loyal', 'laid', 'crib', 'looking', 'like']",1
14763,"['like', 'punch', 'nigga', 'harassing', 'young', 'lady', 'ga', 'ave', 'florida', 'ave']","['like', 'punch', 'nigga', 'harassing', 'young', 'lady', 'ga', 'ave', 'florida', 'ave']",1
14764,"['let', 'dem', 'concerntrolling', 'commence', 'earnest', 'wagon', 'ho']","['let', 'dem', 'concerntrolling', 'commence', 'earnest', '!', 'wagon', 'ho', '!']",2
14765,"['mustwatch', 'bill', 'maker', 'school', 'pu', 'host', 'charlie', 'rose', 'island', 'liberal', 'belief']","['mustwatch', 'bill', 'maker', 'school', 'PBS', 'host', 'charlie', 'rose', 'island', 'liberal', 'belief']",2
14766,"['stop', 'fuckin', 'take', 'somewhere', 'type', 'bitch', 'get', 'baby', 'cooked', 'type', 'thick']","['stop', 'fuckin', 'take', 'somewhere', 'type', 'bitch', 'get', 'baby', 'cooked', 'type', 'thick', '!', '!', '😍', '🐸']",1
14767,"['hate', 'night', 'slogan', 'blunt', 'like', 'eating', 'pussy', 'nerve', 'try', 'pas', 'good', 'nigga']","['hate', 'night', 'slogan', 'blunt', 'like', 'eating', 'pussy', 'nerve', 'try', 'pas', 'good', 'nigga']",1
14768,"['go', 'devil', 'catfish', 'hoe']","['go', 'devil', 'catfish', 'hoe']",1
14769,"['night', 'still', 'running', 'round', 'saying', 'eat', 'pussy', 'must', 'sucking', 'dick']","['night', 'still', 'running', 'round', 'saying', 'eat', 'pussy', 'must', 'sucking', 'dick']",0
14770,"['side', 'bitch', 'try', 'approach', 'public']","['side', 'bitch', 'try', 'approach', 'public']",1
14771,"['trying', 'like', 'steel', 'brow', 'got', 'dem', 'hoe', 'air']","['trying', 'like', 'steel', '💯', 'brow', 'got', 'dem', 'hoe', 'air']",1
14772,"['found', 'original', 'yellow', 'bracelet', 'first', 'person', 'thought']","['found', 'original', 'yellow', 'bracelet', 'first', 'person', 'thought']",2
14773,['find'],['find'],1
14774,"['hoe', 'b', 'lost', 'dey', 'forget', 'dey', 'hoe']","['hoe', 'b', 'lost', 'dey', 'forget', 'dey', 'hoe']",1
14775,"['bitch', 'possessed', 'demon']","['bitch', 'possessed', 'demon']",1
14776,"['anna', 'b', 'side', 'nigga', 'thick', 'pretty', 'faced', 'puffed', 'come', 'bump', 'garage', 'underground', 'trapper', 'n', 'shop', 'p']","['anna', 'b', 'side', 'nigga', 'thick', 'pretty', 'faced', 'puffed', 'come', 'bump', 'garage', 'underground', 'trapper', 'n', 'shop', 'p']",1
14777,"['love', 'girl', 'afraid', 'encourage', 'compliment', 'next', 'thick', 'bitch', 'hate', 'much', 'refreshing']","['love', 'girl', 'afraid', 'encourage', 'compliment', 'next', 'thick', 'bitch', 'hate', 'much', 'refreshing']",1
14778,"['barque', 'de', 'atracciones', 'abandoned', 'en', 'japan']","['barque', 'de', 'atracciones', 'abandoned', 'en', 'japan']",2
14779,"['girl', 'come', 'class', 'fried', 'chicken', 'pull', 'hot', 'sauce', 'purse', 'mean', 'come', 'ghent', 'stereotyped']","['girl', 'come', 'class', 'fried', 'chicken', 'pull', 'hot', 'sauce', 'purse', 'mean', 'come', 'ghent', 'stereotyped']",0
14780,"['waiting', 'take', 'ny', 'get', 'lip', 'pierced']","['waiting', 'take', 'get', 'lip', 'pierced', '🙎', '🙍', '👩', '👵']",2
14781,"['bitch', 'love', 'every', 'team', 'u', 'game', 'waiting', 'sincerely', 'love']","['bitch', 'love', 'every', 'team', 'game', 'waiting', '!', 'sincerely', 'LOVE']",1
14782,"['bow', 'axillary', 'huge', 'supporter', 'law', 'admit', 'lying', 'stupid', 'ruble', 'need', 'asked']","['bow', 'axillary', 'huge', 'supporter', 'law', 'admit', 'lying', 'stupid', 'ruble', 'need', 'asked']",1
14783,"['twelve', 'yeah', 'scale', 'one', 'ten', 'bitch']","['twelve', 'yeah', 'scale', 'one', 'ten', 'bitch']",1
14784,"['bruising', 'street', 'join', 'bitch', 'slapping', 'hoe']","['bruising', 'street', 'join', 'bitch', 'slapping', 'hoe']",1
14785,"['eat', 'pussy', 'good', 'control', 'moan']","['eat', 'pussy', 'good', 'control', 'moan', '😋', '💦', '👅']",1
14786,"['girl', 'know', 'bitch', 'like', 'boyfriend', 'sleepy']","['girl', 'KNOWS', 'bitch', 'like', 'boyfriend', '😴', '👐']",1
14787,"['eat', 'pussy', 'look', 'like', 'laugh']","['eat', 'pussy', 'look', 'like', '😜', '😝', '😂']",1
14788,"['sex', 'st', 'date', 'dont', 'mean', 'waiting', 'day', 'wont', 'make', 'wife', 'cut', 'pick', 'dont', 'mean', 'happy', 'title']","['sex', 'st', 'date', 'dont', 'mean', 'waiting', 'day', 'wont', 'make', 'wife', 'cut', 'pick', 'dont', 'mean', 'happy', 'title']",1
14789,"['sucking', 'dick', 'eating', 'pussy', 'apart', 'sex', 'think', 'nasty', 'maybe', 'as', 'young', 'fucking']","['sucking', 'dick', 'eating', 'pussy', 'apart', 'sex', 'think', 'nasty', 'maybe', 'as', 'YOUNG', 'fucking']",1
14790,"['hum', 'stop', 'bitch']","['hum', 'stop', 'bitch']",1
14791,"['hoe', 'day', 'like', 'laugh']","['hoe', 'day', 'like', '😂']",1
14792,"['eat', 'pussy', 'childish', 'immature']","['eat', 'pussy', 'childish', 'immature']",1
14793,"['killed', 'bitch', 'tired', 'laugh']","['killed', 'bitch', '😫', '😂']",1
14794,"['girl', 'suck', 'dick', 'somehow', 'duke', 'get', 'head', 'duke', 'fuck', 'bad', 'bitch', 'yet', 'ugly', 'girl', 'getting', 'pregnant']","['girl', 'suck', 'dick', 'somehow', 'duke', 'get', 'head', 'duke', 'fuck', 'bad', 'bitch', 'yet', 'ugly', 'girl', 'getting', 'pregnant']",1
14795,"['ugh', 'bitch', 'tell', 'bless', 'seize', 'got', 'blessing', 'need']","['ugh', 'bitch', 'tell', 'bless', 'seize', 'got', 'blessing', 'need']",1
14796,"['friend', 'boring', 'probably', 'depressing']","['friend', 'boring', 'probably', 'depressing']",1
14797,"['wait', 'random', 'number', 'pussy']","['wait', 'random', 'number', 'pussy']",1
14798,"['bend', 'pick', 'trash']","['bend', 'pick', 'trash']",2
14799,['bitch'],['bitch'],1
14800,"['getting', 'tired', 'hope', 'broke', 'bitch', 'job', 'anna', 'smoke', 'wish']","['getting', 'tired', 'hope', 'broke', 'bitch', '!', 'job', 'anna', 'smoke', 'wish']",1
14801,"['said', 'fast', 'bitch', 'call', 'dizzy', 'busy', 'cause', 'bone', 'thus']","['said', 'fast', 'bitch', 'call', 'dizzy', 'busy', 'cause', 'bone', 'thus']",1
14802,"['take', 'ho', 'bath', 'terrified', 'water', 'wash', 'everyday']","['take', 'ho', 'bath', 'terrified', 'water', 'wash', 'everyday']",1
14803,"['pussy', 'bomb', 'call', 'dynamite']","['pussy', 'bomb', 'call', 'dynamite']",1
14804,"['right', 'heard', 'domo', 'bird', 'one', 'drama', 'as']","['right', '!', 'heard', 'domo', 'bird', 'one', 'drama', 'as', '!']",1
14805,"['take', 'bitch', 'houston', 'better', 'speak', 'another', 'nigga', 'meal', 'still', 'digestive', 'system']","['take', 'bitch', 'houston', 'better', 'speak', 'another', 'nigga', 'meal', 'still', 'digestive', 'system']",1
14806,"['hate', 'basic', 'bitch']","['hate', 'basic', 'bitch']",1
14807,"['kari', 'menard', 'u', 'really', 'donna', 'leak', 'ou', 'nom', 'ion', 'need', 'fur', 'fig', 'http']","['kari', 'menard', 'u', 'really', 'donna', 'leak', 'ou', 'nom', 'ion', 'need', 'fur', 'fig', 'http']",0
14808,"['hoe', 'hoe', 'night', 'mad', 'cut', 'trying', 'cuff', 'hoe', 'cut']","['hoe', 'hoe', 'night', 'mad', 'cut', 'trying', 'cuff', 'hoe', 'cut']",1
14809,"['got', 'love', 'bitch', 'bitch', 'night', 'cut']","['got', 'love', 'bitch', 'bitch', 'night', 'cut']",1
14810,"['bitch', 'say', 'love', 'hit', 'wit', 'reverse', 'psychology', 'say', 'work', 'time', 'cut', 'g']","['bitch', 'say', 'love', 'hit', 'wit', 'reverse', 'psychology', 'say', 'work', 'time', 'cut', 'g']",1
14811,"['bitch', 'brag', 'going', 'grm', 'still', 'shaped', 'like', 'patron', 'bottle', 'cut']","['bitch', 'brag', 'going', 'grm', 'still', 'shaped', 'like', 'patron', 'bottle', 'cut']",1
14812,"['bitch', 'therein', 'camera', 'kid', 'watching', 'sponge', 'bob', 'cut']","['bitch', 'therein', 'camera', 'kid', 'watching', 'sponge', 'bob', 'cut']",1
14813,"['bitch', 'name', 'make', 'instagram', 'filter', 'cut', 'bitch', 'looking', 'like', 'rise', 'day']","['bitch', 'name', 'make', 'instagram', 'filter', 'cut', 'bitch', 'looking', 'like', 'rise', 'day']",1
14814,"['bitch', 'smoke', 'fig', 'disgusting', 'cut']","['bitch', 'smoke', 'fig', 'disgusting', 'cut']",1
14815,"['fat', 'bitch', 'dont', 'like', 'lifting', 'arm', 'summer', 'dampness', 'cut']","['fat', 'bitch', 'dont', 'like', 'lifting', 'arm', 'summer', 'dampness', 'cut']",1
14816,"['ink', 'skinny', 'bitch', 'think', 'got', 'as', 'cut']","['ink', 'skinny', 'bitch', 'think', 'got', 'as', 'cut']",1
14817,"['bitch', 'let', 'hit', 'ill', 'leave', 'crippled', 'cut']","['bitch', 'let', 'hit', 'ill', 'leave', 'crippled', 'cut']",1
14818,"['bitch', 'tell', 'got', 'created', 'time', 'something', 'wrong', 'cut']","['bitch', 'tell', 'got', 'created', 'time', 'something', 'wrong', 'cut']",1
14819,"['pussy', 'martin', 'u', 'fucking', 'right', 'cut']","['pussy', 'martin', 'u', 'fucking', 'right', 'cut']",1
14820,"['sexy', 'ugly', 'bitch', 'world', 'cut', 'ill', 'fuck']","['sexy', 'ugly', 'bitch', 'world', 'cut', 'ill', 'fuck']",1
14821,"['black', 'as', 'charcoal', 'bitch', 'saying', 'mixed', 'irish', 'false', 'shit', 'cut']","['black', 'as', 'charcoal', 'bitch', 'saying', 'mixed', 'irish', 'false', 'shit', 'cut']",1
14822,"['white', 'hoe', 'still', 'wear', 'egg', 'hot', 'as', 'weather', 'cut']","['white', 'hoe', 'still', 'wear', 'egg', 'hot', 'as', 'weather', 'cut']",1
14823,"['dumb', 'bitch']","['LOL', 'dumb', 'bitch']",1
14824,"['wrapped', 'love', 'stop', 'well', 'middle', 'school', 'dumb', 'bitch', 'want', 'want', 'mo']","['wrapped', 'love', 'stop', 'well', 'YOU', 'middle', 'school', 'dumb', 'bitch', 'want', 'want', 'mo']",1
14825,"['high', 'fashion', 'leather', 'gear', 'u', 'wearing', 'impress', 'bitch', 'got', 'wit', 'sickle', 'shirt', 'aide', 'side']","['high', 'fashion', 'leather', 'gear', 'u', 'wearing', 'impress', 'bitch', 'got', 'wit', 'sickle', 'shirt', 'aide', 'side']",1
14826,"['bitch', 'respect', 'nigga', 'wit', 'paper', 'fresh', 'pair', 'ball', 'short', 'raised', 'terribly']","['bitch', 'respect', 'nigga', 'wit', 'paper', 'fresh', 'pair', 'ball', 'short', 'raised', 'terribly']",1
14827,"['neve', 'check', 'real', 'nigga', 'check']","['neve', 'check', 'real', 'nigga', 'check']",1
14828,"['fuckin', 'as', 'click', 'ticket', 'dollar', 'n', 'shit']","['fuckin', 'as', 'click', 'ticket', 'dollar', 'n', 'shit']",1
14829,"['never', 'bought', 'bitch']","['never', 'bought', 'bitch']",1
14830,"['buy', 'bitch', 'red', 'bottom', 'even', 'worry', 'bout', 'buzz']","['buy', 'bitch', 'red', 'bottom', 'even', 'worry', 'bout', 'buzz']",1
14831,"['bitch', 'think', 'truce', 'hat', 'automatically', 'make', 'model']","['bitch', 'think', 'truce', 'hat', 'automatically', 'make', 'model']",1
14832,"['play', 'quarterback', 'got', 'cheerleader', 'girlfriend', 'man', 'ever']","['play', 'quarterback', 'got', 'cheerleader', 'girlfriend', 'YUPP', 'man', 'ever']",1
14833,"['teacher', 'always', 'assign', 'homework', 'like', 'life', 'bitch', 'gutta', 'go', 'home', 'sweet']","['teacher', 'always', 'assign', 'homework', 'like', 'life', 'bitch', 'gutta', 'go', 'home', 'sweet']",1
14834,"['teacher', 'always', 'think', 'sick', 'bitch', 'subtweeting', 'class', 'shit']","['teacher', 'always', 'think', 'sick', 'bitch', 'subtweeting', 'class', 'shit']",1
14835,"['bitch', 'arguing', 'dad']","['bitch', 'arguing', 'dad']",1
14836,"['wait', 'wear', 'warm', 'fully', 'water']","['wait', 'wear', 'warm', 'fully', 'water', '😍', '🍁']",2
14837,"['baby', 'monkey', 'snow', 'cry', 'sad']","['baby', 'monkey', 'snow', 'cry', '😭', '🐒']",2
14838,"['dis', 'wrong', 'fuck', 'wit', 'lame', 'nigga', 'lame', 'bitch']","['!', '!', '!', 'dis', 'wrong', 'fuck', 'wit', 'lame', 'nigga', 'lame', 'bitch']",0
14839,"['byron', 'leftwich', 'buck', 'hard', 'throw', 'kill', 'bitch']","['byron', 'leftwich', 'buck', 'hard', 'throw', 'kill', 'bitch']",1
14840,"['love', 'fig']","['love', 'fig']",2
14841,"['hey', 'liberal', 'meet', 'future', 'majority', 'leader', 'u', 'senateenjoy', 'aback', 'bitch', 'http']","['hey', 'liberal', 'meet', 'future', 'majority', 'leader', 'senateenjoy', 'aback', 'bitch', 'http']",1
14842,"['reward', 'chanting', 'u', 'c', 'dallas', 'game', 'kansa', 'u']","['reward', 'chanting', 'USA', 'dallas', 'game', 'kansa', 'USA']",1
14843,"['finally', 'ready', 'mass', 'market', 'skidmarkresistant', 'tight', 'white', 'apparently', 'uncrustables', 'already', 'taken', 'f']","['finally', 'ready', 'mass', 'market', 'skidmarkresistant', 'tight', 'white', 'apparently', 'uncrustables', 'already', 'taken', 'f']",2
14844,"['bitch', 'job', 'future', 'education', 'nerve', 'say', 'night', 'want', 'pussy', 'bitch', 'cause']","['bitch', 'job', 'future', 'education', 'nerve', 'say', 'night', 'want', 'pussy', 'bitch', 'cause']",1
14845,"['soft', 'faggot', 'clip', 'holy', 'fucking', 'witty', 'shit']","['soft', 'faggot', 'clip', 'holy', 'fucking', 'witty', 'shit']",0
14846,"['hoe', 'instagram', 'rate']","['hoe', 'instagram', 'rate']",1
14847,"['hoe', 'life']","['hoe', 'life']",1
14848,"['girl', 'six', 'pack', 'scar', 'flat', 'stomach', 'hot', 'enough', 'gripped', 'bitch', 'scar', 'looking']","['girl', 'six', 'pack', 'scar', 'flat', 'stomach', 'hot', 'enough', 'gripped', 'bitch', 'scar', 'looking']",1
14849,"['cry', 'legal', 'tackle', 'faggot', 'seriously']","['cry', 'legal', 'tackle', 'faggot', 'seriously']",1
14850,"['shave', 'pussy', 'deserve', 'nothing', 'fig', 'head', 'good', 'dick']","['shave', 'pussy', 'deserve', 'nothing', 'fig', 'head', 'good', 'dick']",1
14851,"['face', 'bitch', 'expect', 'care']","['face', 'bitch', 'expect', 'care']",1
14852,"['time', 'year', 'lightskin', 'hoe', 'swore', 'brown', 'cut', 'summer', 'come', 'back']","['time', 'year', 'lightskin', 'hoe', 'swore', 'brown', 'cut', 'summer', 'come', 'back']",1
14853,"['paranoid', 'fear', 'sharp', 'right', 'boil', 'christian', 'fundamentalist', 'sole', 'oppressor', 'perfect']","['paranoid', 'fear', 'sharp', 'right', 'boil', 'christian', 'fundamentalist', 'sole', 'oppressor', 'perfect']",2
14854,"['ahead', 'duport', 'hoe', 'everyone']","['AHAAA', 'DUHHRT', 'hoe', 'everyone', '!']",1
14855,"['u', 'gutta', 'retarded', 'skin', 'class', 'college']","['u', 'gutta', 'retarded', 'skin', 'class', 'college']",1
14856,"['kirk', 'aunt', 'nothing', 'bitch', 'bishop']","['kirk', 'aunt', 'nothing', 'bitch', 'bishop']",1
14857,"['brush', 'every', 'time', 'famous', 'celebrity', 'sweet', 'something', 'st', 'person', 'comment', 'talking', 'bout', 'slap', 'dick']","['brush', 'every', 'time', 'famous', 'celebrity', 'sweet', 'something', 'st', 'person', 'comment', 'talking', 'bout', 'slap', 'dick']",1
14858,"['even', 'young', 'age', 'hoe', 'aunt', 'loyal']","['even', 'young', 'age', 'hoe', 'aunt', 'loyal']",1
14859,"['girl', 'get', 'fight', 'girl', 'better', 'ready', 'fade', 'cut', 'knock', 'go', 'help', 'bitch', 'stop']","['girl', 'get', 'fight', 'girl', 'better', 'ready', 'fade', 'cut', 'knock', 'go', 'help', 'bitch', 'stop']",1
14860,"['lying', 'as', 'bitch']","['lying', 'as', 'bitch']",1
14861,"['macdonald', 'employee', 'always', 'rolling', 'eye', 'pay', 'coin', 'like', 'bitch', 'broke', 'fuck', 'giving', 'attitude']","['macdonald', 'employee', 'always', 'rolling', 'eye', 'pay', 'coin', 'like', 'bitch', 'broke', 'fuck', 'giving', 'attitude']",1
14862,"['saying', 'august', '22', 'pm', 'well', 'today', 'october', 'st']","['saying', 'august', '22', 'well', 'today', 'october', 'st']",1
14863,"['bitch', 'sleeve', 'close']","['bitch', 'sleeve', 'close']",1
14864,"['room', 'bitch', 'tell', 'something', 'dirty']","['room', 'bitch', 'tell', 'something', 'dirty', '😈']",1
14865,"['never', 'trust', 'cut', 'as', 'bitch', 'sleepy', 'waiting', 'strike']","['never', 'trust', 'cut', 'as', 'bitch', '😪', 'waiting', 'strike']",1
14866,"['godiva', 'chocolate', 'dipped', 'ore']","['godiva', 'chocolate', 'dipped', 'ore', '😋']",2
14867,"['turned', 'housewife', 'night', 'said', 'rip', 'good', 'girl', 'forever']","['turned', 'housewife', 'night', 'said', 'RIP', 'good', 'girl', 'forever']",1
14868,"['hand', 'foot', 'dirty', 'tell', 'girl', 'pussy', 'stink', 'actually', 'getting', 'pan']","['hand', 'foot', 'dirty', 'tell', 'girl', 'pussy', 'stink', 'actually', 'getting', 'pan']",1
14869,"['marriage', 'everyone', 'bitch', 'want', 'u', 'sleeper', 'sometimes']","['marriage', 'everyone', 'bitch', 'want', 'u', 'sleeper', 'sometimes']",1
14870,"['nigga', 'tried', 'hate', 'bitch', 'told', 'cornwall', 'nigga']","['nigga', 'tried', 'hate', 'bitch', 'told', 'cornwall', 'nigga']",1
14871,"['host', 'park', 'would', 'fuck', 'many', 'young', 'bitch']","['host', 'park', 'would', 'fuck', 'many', 'young', 'bitch']",1
14872,"['bitch', 'choose', 'lover']","['bitch', 'choose', 'lover']",1
14873,"['night', 'sweet', 'wanting', 'good', 'girl', 'giving', 'hoe', 'attention', 'day']","['night', 'sweet', 'wanting', 'good', 'girl', 'giving', 'hoe', 'attention', 'ALL', 'day']",1
14874,"['pussy', 'probably', 'taste', 'like', 'shabby', 'patty', 'secret', 'formula']","['pussy', 'probably', 'taste', 'like', 'shabby', 'patty', 'secret', 'formula']",1
14875,"['bitch', 'mon', 'take', 'as', 'light', 'bill', 'bitch', 'laugh']","['bitch', 'mon', 'take', 'as', 'light', 'bill', 'bitch', '😂']",1
14876,"['mon', 'lick', 'as', 'christmas', 'gift', 'bitch']","['mon', 'lick', 'as', 'christmas', 'gift', 'bitch']",1
14877,"['chris', 'brown', 'got', 'chill', 'button', 'sell', 'bitch', 'social', 'medium', 'like', 'even', 'subliminal', 'muddy', 'took', 'time']","['chris', 'brown', 'got', 'chill', 'button', 'sell', 'bitch', 'social', 'medium', 'like', 'even', 'subliminal', 'muddy', 'took', 'time']",1
14878,"['bitch', 'moral', 'come', 'sex', 'convenient', 'otherwise', 'th']","['🎯', '🎯', '🎯', 'bitch', 'moral', 'come', 'sex', 'convenient', 'otherwise', 'th']",1
14879,"['new', 'nature', 'area', 'replacing', 'indian', 'boundary', 'part', 'former', 'expected', 'attract', 'variety', 'migratory', 'bird', 'http']","['new', 'nature', 'area', 'replacing', 'indian', 'boundary', 'part', 'former', 'expected', 'attract', 'variety', 'migratory', 'bird']",2
14880,"['safe', 'pussy', 'boy', 'look']","['safe', 'pussy', 'boy', 'look']",0
14881,"['shy', 'bladder', 'group', 'protest', 'rob', 'love', 'direct', 'ad']","['shy', 'bladder', 'group', 'protest', 'rob', 'love', 'DIRECTV', 'ad']",2
14882,"['havana', 'night', 'funny', 'ask', 'bet', 'pull', 'lease', 'bitch', 'laugh', 'laugh']","['havana', 'night', 'funny', 'ask', '💀', '💀', '💀', 'bet', 'pull', 'lease', 'bitch', '😂', '😂']",1
14883,"['best', 'said', 'storm', 'brewing', 'bitch', 'may']","['best', 'said', 'storm', 'brewing', 'bitch', 'may']",1
14884,"['aunt', 'got', 'time', 'bitch', 'gutta', 'keep', 'mind', 'mothafuckin', 'rich']","['aunt', 'got', 'time', 'bitch', 'gutta', 'keep', 'mind', 'mothafuckin', 'rich']",1
14885,"['wake', 'like', 'fuck', 'life', 'life', 'bitch', 'better', 'fuck', 'right']","['wake', 'like', 'fuck', 'life', 'life', 'bitch', 'better', 'fuck', 'right']",1
14886,"['purge', 'come', 'city', 'like', 'bitch', 'active', 'shit', 'laugh', 'sad', 'laugh', 'laugh']","['purge', 'come', 'city', 'like', 'bitch', 'active', 'shit', '!', '😂', '😭', '😂', '😂']",1
14887,"['kate', 'upon', 'leaned', 'node', 'today', 'bitch', 'lo']","['kate', 'upon', 'leaned', 'node', 'today', '😍', 'bitch', 'lo']",2
14888,"['bunch', 'insecure', 'bitch']","['bunch', 'insecure', 'bitch']",1
14889,"['bc', 'band', 'made', 'cf', 'band', 'look', 'like', 'trash']","['BCU', 'band', 'made', 'UCF', 'band', 'look', 'like', 'trash']",2
14890,"['night', 'fuck', 'pretty', 'girl', 'w', 'head', 'right', 'ho', 'got', 'pair', 'good', 'panty', 'laugh']","['night', 'fuck', 'pretty', 'girl', 'w', 'head', 'right', 'ho', 'got', 'pair', 'good', 'panty', '😂']",1
14891,"['swag', 'swag', 'swag', 'bitch', 'mood']","['swag', 'swag', 'swag', 'bitch', 'mood']",1
